PerformanceDate,E-EM,E-GSC,E-CLC,E-US,E-CSC,E-IE,D-CB,A-CMM
2017-04-18,0.007250201,0.009542099,-0.002466420,0.006983208,0.000887655,0.005638646,0.004777475,0.000011160
2017-04-19,0.003421944,0.008983123,-0.002134972,0.007020714,0.001216728,0.007692753,-0.001519045,0.000011160
2017-04-20,0.007961595,0.006035669,0.005517150,0.007944466,-0.009767520,0.006734098,-0.001484604,0.000011140
2017-04-21,0.003383269,0.000315101,0.001825228,-0.001358222,-0.000492132,-0.001892446,0.001713429,0.000011180
2017-04-24,0.008629175,0.011376920,0.007968595,0.009997988,-0.003159159,0.019453855,-0.001022989,0.000033421
2017-04-25,0.017719374,0.014855719,0.003910036,0.013399998,0.002753741,0.013622006,-0.002263875,0.000011020
2017-04-26,-0.000293443,0.001794851,-0.003110272,0.000043618,-0.034318027,-0.000723997,0.002831216,0.000011130
2017-04-27,0.003065790,0.004035514,-0.004118179,0.009483582,-0.002367799,0.006849095,-0.000590298,0.000011060
2017-04-28,-0.000055287,0.002868458,0.003321152,-0.000262505,0.005202319,-0.001753199,0.002182245,0.000033301
2017-05-01,-0.000474193,0.000654247,0.000107778,0.001104706,0.007896162,-0.000043006,-0.001600657,0.000011160
2017-05-02,0.018686178,0.015409382,0.004546527,0.009579873,-0.000002237,0.019292185,0.004453299,0.000011140
2017-05-03,-0.002868657,-0.004641180,-0.003431323,-0.006601968,-0.002010112,-0.000053483,-0.001079076,0.000011210
2017-05-04,0.000950810,0.005756021,-0.004496046,0.008709324,-0.007920721,0.009857434,0.000020687,0.000011210
2017-05-05,-0.001576757,-0.000362008,0.007435547,0.000780446,0.009815006,0.000727733,-0.000363238,0.000011220
2017-05-08,0.004154687,0.001270479,0.002958288,-0.001556924,0.001166505,0.001827023,-0.002088796,0.000033481
2017-05-09,0.001333259,-0.001906306,-0.006522558,-0.001350651,-0.000422639,0.000462244,-0.002855843,0.000011200
2017-05-10,0.004003209,-0.000880621,0.001933929,-0.007527966,0.013751091,-0.003504385,-0.001528112,0.000011200
2017-05-11,0.011035955,-0.000884569,-0.007744919,0.001680051,-0.002399141,0.003850725,0.001298816,0.000011180
2017-05-12,0.003689335,0.002418965,-0.003313421,0.000171492,-0.004479904,0.004944337,0.001356470,0.000011260
2017-05-15,-0.000963522,-0.002521231,0.006868366,-0.001420055,0.004294521,-0.000582004,-0.001120400,0.000034621
2017-05-16,-0.001737258,0.002513804,-0.006935242,-0.004615066,-0.000084054,0.002654145,0.001080949,0.000011240
2017-05-17,-0.005740511,-0.005939451,-0.018748576,-0.013902797,-0.018402291,-0.002825414,0.007786880,0.000011260
2017-05-18,-0.020527849,-0.000585333,0.003235877,0.003368993,-0.003294233,-0.006833082,0.001033019,0.000011640
2017-05-19,0.003578970,0.003873876,0.010484003,0.001057964,0.014145476,0.003232886,-0.001639277,0.000011690
2017-05-23,0.005278242,-0.001258880,0.003085052,0.003877258,0.001860904,0.001785330,-0.001269142,0.000047002
2017-05-24,-0.000953797,-0.003670043,-0.002593145,0.002280888,0.001041471,-0.001661659,0.000700907,0.000012000
2017-05-25,0.006305176,0.003856405,0.002398214,0.007191255,-0.000216620,0.005954570,0.001213951,0.000011990
2017-05-26,0.006297004,-0.005954033,-0.000455914,-0.000139813,-0.001977367,-0.003779001,0.001057220,0.000011980
2017-05-29,-0.004795034,0.000080039,0.001904090,-0.001523879,0.007084009,-0.001433251,0.002036160,0.000036001
2017-05-30,-0.001202455,0.001130992,-0.000100379,0.003287963,-0.003208917,0.003094887,-0.000760093,0.000011930
2017-05-31,0.005824331,0.009822637,0.000630418,0.005203089,-0.003672040,0.005943892,0.000303004,0.000012030
2017-06-01,0.000531069,0.000966600,0.006166576,0.006592032,0.005692790,0.003652300,0.000060452,0.000011970
2017-06-02,0.002919364,0.006879153,-0.001224041,0.006154422,0.002961386,0.007327119,0.002408917,0.000015260
2017-06-05,0.004270359,0.000965460,-0.000977979,-0.001427680,-0.002302207,-0.002216871,-0.000759664,0.000035161
2017-06-06,-0.002522803,-0.005608001,-0.001679886,-0.007979425,-0.000170980,-0.004949700,0.001353971,0.000011810
2017-06-07,0.007341192,0.005054791,-0.003770847,0.006812970,-0.004532379,0.003222136,-0.001067792,0.000011830
