PerformanceDate,E-EM,E-GSC,E-CLC,E-US,E-CSC,E-IE,D-CB,A-CMM
2017-03-24,10.656,14.6266,64.987,41.1005,78.0519,54.0677,12.2222,10
2017-03-27,10.6061,14.6744,65.0829,41.0294,78.3471,54.212,12.2438,10
2017-03-28,10.6345,14.6901,65.6147,41.2044,78.4203,54.379,12.2246,10
2017-03-29,10.6366,14.6706,65.7877,41.2747,78.4971,54.3025,12.2509,10
2017-03-30,10.5673,14.6107,65.5369,41.0631,78.3951,53.9588,12.2242,10
2017-03-31,10.5206,14.6485,65.4166,41.1173,78.7555,54.0239,12.2037,10
2017-04-03,10.6054,14.7117,65.5079,41.1554,78.74,54.2756,12.2433,10
2017-04-04,10.6487,14.7724,65.7966,41.1904,79.2104,54.5115,12.2486,10
2017-04-05,10.6672,14.7641,65.711,41.0739,79.2637,54.5189,12.269,10
2017-04-06,10.6287,14.7763,65.8289,41.1739,79.4774,54.3625,12.2764,10
2017-04-07,10.6393,14.7491,65.7259,41.1103,79.3894,54.3876,12.2481,10
2017-04-10,10.5708,14.7224,65.9649,40.97,79.8618,54.1836,12.2474,10
2017-04-11,10.5303,14.7898,65.8258,40.9186,79.9418,54.2694,12.2854,10
2017-04-12,10.551,14.8223,65.6186,40.6736,79.6918,54.4478,12.3074,10
2017-04-13,10.5627,14.7438,65.2039,40.3537,78.7146,54.328,12.3331,10
2017-04-17,10.587,14.8132,65.8105,40.7887,79.2184,54.6369,12.3247,10
2017-04-18,10.6638,14.9546,65.6482,41.0735,79.2888,54.945,12.3836,10
2017-04-19,10.7003,15.0889,65.5081,41.3619,79.3852,55.3676,12.3648,10
2017-04-20,10.7854,15.18,65.8695,41.6905,78.6098,55.7405,12.3464,10
2017-04-21,10.8219,15.1848,65.9897,41.6338,78.5712,55.635,12.3676,10
2017-04-24,10.9153,15.3575,66.5155,42.0501,78.3229,56.7173,12.3549,10
2017-04-25,11.1087,15.5857,66.7756,42.6136,78.5386,57.4899,12.327,10
2017-04-26,11.1055,15.6137,66.5679,42.6154,75.8433,57.4483,12.3619,10
2017-04-27,11.1395,15.6767,66.2938,43.0196,75.6637,57.8418,12.3546,10
2017-04-28,11.1389,15.7216,66.514,43.0083,76.0574,57.7404,12.3566,10
2017-05-01,11.1336,15.7319,66.5211,43.0558,76.6579,57.7379,12.3368,10
2017-05-02,11.3417,15.9743,66.8236,43.4682,76.6578,58.8518,12.3917,10
2017-05-03,11.3091,15.9002,66.5943,43.1813,76.5037,58.8486,12.3784,10
2017-05-04,11.3199,15.9917,66.2949,43.5573,75.8977,59.4287,12.3786,10
2017-05-05,11.302,15.9859,66.7878,43.5913,76.6426,59.472,12.3741,10
2017-05-08,11.349,16.0062,66.9854,43.5235,76.732,59.5806,12.3483,10
2017-05-09,11.3641,15.9757,66.5485,43.4647,76.6996,59.6082,12.313,10
2017-05-10,11.4096,15.9617,66.6772,43.1375,77.7543,59.3993,12.2942,10
2017-05-11,11.5355,15.9475,66.1608,43.21,77.5678,59.628,12.3102,10
2017-05-12,11.5781,15.9861,65.9415,43.2174,77.2203,59.9228,12.3268,10
2017-05-15,11.5669,15.9458,66.3944,43.156,77.5519,59.8879,12.313,10
2017-05-16,11.5468,15.9859,65.934,42.9568,77.5454,60.0469,12.3263,10
2017-05-17,11.4806,15.8909,64.6978,42.3596,76.1184,59.8772,12.4223,10
2017-05-18,11.2449,15.8816,64.9072,42.5023,75.8676,59.4681,12.4352,10
2017-05-19,11.2851,15.9432,65.5877,42.5473,76.9408,59.6603,12.4148,10
2017-05-23,11.3447,15.9231,65.79,42.7123,77.084,59.7669,12.399,10
2017-05-24,11.3339,15.8647,65.6194,42.8097,77.1643,59.6676,12.4077,10
2017-05-25,11.4053,15.9258,65.7768,43.1175,77.1476,60.0228,12.4228,10
2017-05-26,11.4772,15.831,65.7468,43.1115,76.995,59.796,12.4359,10
2017-05-29,11.4221,15.8323,65.872,43.0458,77.5404,59.7103,12.4612,10
2017-05-30,11.4084,15.8502,65.8654,43.1873,77.2916,59.8951,12.4518,10
2017-05-31,11.4748,16.0059,65.9069,43.412,77.0078,60.2511,12.4299,10
2017-06-01,11.4809,16.0214,66.3133,43.6982,77.4462,60.4712,12.4306,10
2017-06-05,11.5636,16.1471,66.1674,43.9043,77.4967,60.7792,12.4511,10
2017-06-06,11.5344,16.0566,66.0562,43.554,77.4835,60.4784,12.4679,10
2017-06-07,11.6191,16.1378,65.8071,43.8507,77.1323,60.6733,12.4546,10
2017-06-08,11.6185,16.1131,66.0666,43.7701,77.294,60.2864,12.4469,10
2017-06-09,11.5979,16.0188,66.3107,43.5413,77.0283,60.051,12.4425,10
2017-06-12,11.5354,15.9426,66.114,43.5153,76.532,59.7669,12.3985,10
2017-06-13,11.3767,15.8049,66.2443,43.0373,76.8301,59.321,12.3347,10
2017-06-14,11.4015,15.8845,65.845,43.0186,76.1577,59.6541,12.3918,10
2017-06-15,11.4017,15.8302,65.9331,43.233,76.0587,59.3406,12.3745,10
2017-06-16,11.3841,15.88,65.9811,43.0666,75.8358,59.6848,12.3804,10
2017-06-19,11.4292,15.8725,66.3261,43.3206,76.2094,59.8758,12.3698,10
2017-06-20,11.4513,15.8626,65.8753,43.2219,75.8041,59.7593,12.4048,10
2017-06-21,11.5182,15.899,65.8137,43.3463,76.0172,59.8678,12.4149,10
2017-06-22,11.4491,15.8135,66.0327,43.0823,76.6928,59.3836,12.412,10
2017-06-23,11.4989,15.9077,66.3432,43.2686,77.1948,59.4665,12.4351,10
2017-06-26,11.524,15.8526,66.3812,43.1772,76.7835,59.3867,12.4466,10
2017-06-27,11.4638,15.7397,66.3378,42.7255,76.169,59.0921,12.3711,10
2017-06-28,11.2762,15.6124,66.7029,42.6822,76.9634,58.4808,12.3312,10
2017-06-29,11.254,15.5864,66.1408,42.1482,76.346,57.9292,12.274,10
2017-06-30,11.2246,15.5858,66.0245,42.2242,76.4888,57.6457,12.2256,10
2017-07-04,11.128,15.385,65.817,42.0219,76.1654,57.0877,12.1731,10
2017-07-05,11.1989,15.4876,65.8952,42.287,76.2521,57.5342,12.1985,10
2017-07-06,11.1146,15.3626,65.5747,41.6832,75.6488,57.1305,12.1741,10
2017-07-10,11.0313,15.3371,65.7205,41.8649,75.9614,56.932,12.1406,10
2017-07-11,11.1309,15.3173,65.7827,41.9114,75.9026,57.0384,12.1551,10
2017-07-12,11.0684,15.232,65.885,41.7346,76.202,57.013,12.1421,10
2017-07-13,11.1306,15.3024,65.817,41.6714,75.9602,57.0925,12.1095,10
2017-07-14,11.1159,15.2901,65.8852,41.5415,75.7394,57.1838,12.1285,10
2017-07-17,11.1535,15.3276,65.7314,41.606,75.2696,57.3339,12.1308,10
2017-07-18,11.178,15.3377,65.6984,41.6446,75.1138,57.4663,12.1519,10
2017-07-19,11.1401,15.3328,66.044,41.5417,75.4332,57.4056,12.131,10
2017-07-20,11.1511,15.3431,66.1048,41.6556,75.0837,57.6366,12.1411,10
2017-07-21,11.1417,15.2301,65.9336,41.6254,75.0161,57.3606,12.1443,10
2017-07-24,11.13,15.1867,65.864,41.5471,75.2577,57.079,12.1196,10
2017-07-25,11.1338,15.1859,65.999,41.4578,75.5229,56.9562,12.0405,10
2017-07-26,11.1143,15.1132,65.6302,41.3672,75.5817,57.0055,12.0791,10
2017-07-27,11.1775,15.1962,65.6927,41.2921,75.5048,57.3692,12.0387,10
2017-07-28,11.07,15.1328,65.5571,40.9696,75.0327,56.841,12.0116,10
2017-07-31,11.1064,15.2771,65.6128,41.1485,74.7788,57.1668,11.9727,10
2017-08-01,11.1756,15.4351,65.8153,41.452,74.9184,57.8622,12.0537,10
2017-08-02,11.2061,15.4815,66.0861,41.3228,75.2073,57.9264,12.0729,10
2017-08-03,11.157,15.4244,65.7426,41.2792,74.46,57.9421,12.1039,10
2017-08-04,11.2276,15.4551,65.9397,41.5252,74.6422,58.1459,12.0831,10
2017-08-08,11.3147,15.52,65.8916,41.4563,74.4404,58.0966,12.071,10
2017-08-09,11.2454,15.5039,65.7067,41.617,74.3735,58.0794,12.0943,10
2017-08-10,11.1632,15.4028,65.1446,41.1126,73.8303,57.94,12.1351,10
2017-08-11,11.0586,15.3469,64.975,41.1709,73.7474,57.5442,12.1351,10
2017-08-14,11.1685,15.4484,65.3743,41.6129,73.9052,57.9706,12.1173,10
2017-08-15,11.2108,15.4499,65.3261,41.7566,73.8325,58.0214,12.0988,10
2017-08-16,11.2253,15.4272,65.2795,41.7917,73.8791,58.026,12.1194,10
2017-08-17,11.2316,15.3879,65.0834,41.0251,73.5713,57.7959,12.1346,10
2017-08-18,11.1197,15.2227,64.7038,40.7114,73.1889,57.0751,12.125,10
2017-08-21,11.1156,15.2995,64.6985,40.792,72.8449,57.2059,12.1176,10
2017-08-22,11.1239,15.2127,64.7065,41.1273,73.1172,57.2769,12.0939,10
2017-08-23,11.1847,15.2027,64.8772,40.7881,73.2282,57.1188,12.1143,10
2017-08-24,11.2134,15.187,64.8407,40.6649,73.2149,57.1123,12.1105,10
2017-08-25,11.1996,15.1883,64.7648,40.6122,73.0537,57.0609,12.1236,10
2017-08-28,11.169,15.1964,64.845,40.6413,72.9124,57.2166,12.1251,10
2017-08-29,11.1419,15.1891,65.1866,40.7059,73.0433,57.1498,12.1493,10
2017-08-30,11.2597,15.3038,65.4768,41.2032,73.4693,57.5654,12.1491,10
2017-08-31,11.176,15.2752,65.6577,41.1776,74.1162,57.4453,12.1221,10
2017-09-01,11.0752,15.1798,65.4452,40.7508,73.9976,56.9589,12.0767,10
2017-09-05,11.0064,15.1127,65.0246,40.4726,73.5731,56.7401,12.1068,10
2017-09-06,10.8996,15.008,64.9801,40.0746,73.6497,56.231,12.0346,10
2017-09-07,10.8602,14.9952,64.6792,39.797,73.5406,56.2597,12.0309,10
2017-09-08,10.8537,15.0444,64.5999,39.9578,73.2046,56.5982,11.9978,10
2017-09-11,10.8835,15.0425,64.9032,40.2732,73.2701,56.8268,11.9739,10
2017-09-12,10.9114,15.1033,65.3664,40.5053,73.9729,56.9765,11.9596,10
2017-09-13,10.9243,15.0622,65.2656,40.5441,74.0094,56.8868,11.9434,10
2017-09-14,10.9282,15.144,65.4917,40.5314,74.2911,57.0619,11.9445,10
2017-09-15,10.9457,15.1791,65.5305,40.2541,74.1766,56.9242,11.9295,10
2017-09-18,11.0477,15.2817,65.9015,40.53,74.1064,57.3237,11.9379,10
2017-09-19,11.0515,15.3504,66.0846,40.6191,74.1107,57.6007,11.9392,10
2017-09-20,11.0806,15.3872,66.518,40.7949,74.4405,57.8371,11.9297,10
2017-09-21,11.0878,15.3821,66.847,40.8471,74.8395,57.8289,11.9223,10
2017-09-22,11.0342,15.3741,66.8691,40.978,74.9813,57.723,11.9311,10
2017-09-25,10.9229,15.3873,67.0081,41.002,75.0783,57.5804,11.9507,10
2017-09-26,10.8705,15.3616,66.856,41.0946,75.1429,57.3748,11.9349,10
2017-09-27,10.8521,15.4024,67.5794,41.4014,75.2428,57.2616,11.9205,10
2017-09-28,10.8782,15.5459,67.5092,41.564,75.4804,57.9055,11.9265,10
2017-09-29,11.0171,15.6577,67.6834,41.884,75.4622,58.528,11.9275,10
2017-10-02,11.0117,15.6568,68.0086,42.1014,75.825,58.5551,11.9051,10
2017-10-03,11.0503,15.6859,67.9857,42.1997,75.883,58.7564,11.9119,10
2017-10-04,11.0712,15.7167,68.0496,42.1746,76.1562,58.9122,11.9147,10
2017-10-05,11.1301,15.7626,68.3381,42.6196,76.4052,59.0322,11.9297,10
2017-10-06,11.1071,15.7712,68.1604,42.5635,76.4916,59.0914,11.9157,10
2017-10-10,11.1866,15.8267,68.4198,42.3418,76.939,59.4412,11.9257,10
2017-10-11,11.2507,15.8756,68.537,42.4824,77.275,59.6007,11.9426,10
2017-10-12,11.283,15.9345,68.1946,42.3772,77.0588,59.648,11.9595,10
2017-10-13,11.3471,16.0602,68.567,42.531,77.1886,60.0597,11.9971,10
2017-10-16,11.4066,16.145,68.7543,42.7002,77.3045,60.2823,12.0111,10
2017-10-17,11.3941,16.0823,68.8429,42.7867,77.045,60.0588,12.0243,10
2017-10-18,11.3374,16.0441,68.8784,42.5186,77.1358,59.8546,12.0176,10
2017-10-19,11.2869,16.1168,68.9195,42.6389,77.0818,59.5015,12.0332,10
2017-10-20,11.3981,16.2058,69.1761,43.345,77.324,59.9799,12.0226,10
2017-10-23,11.3708,16.2447,69.2254,43.2785,77.4323,60.0933,12.0344,10
2017-10-24,11.3986,16.1955,69.5178,43.3335,77.8032,59.8406,12.0168,10
2017-10-25,11.5047,16.3117,69.405,43.8282,77.8352,60.4649,12.0341,10
2017-10-26,11.5493,16.3324,69.6091,44.0562,77.9348,60.5677,12.0427,10
2017-10-27,11.6467,16.3751,69.9259,44.4161,78.3041,60.7567,12.0788,10
2017-10-30,11.6637,16.3831,70.1211,43.9495,78.401,60.7707,12.1059,10
2017-10-31,11.7543,16.5293,70.249,44.2143,78.8826,61.3766,12.0917,10
2017-11-01,11.8222,16.5549,70.1945,44.3723,79.1586,61.5042,12.0879,10
2017-11-02,11.7494,16.4319,70.2534,44.3884,78.3685,60.83,12.0992,10
2017-11-03,11.7025,16.4109,70.2402,44.3363,78.1726,60.8547,12.1046,10
2017-11-06,11.759,16.4474,70.1914,44.1491,77.9111,60.9132,12.1339,10
2017-11-07,11.7854,16.4402,70.2651,44.2176,77.7323,60.9975,12.1623,10
2017-11-08,11.7187,16.3358,70.0674,44.018,77.7567,60.7299,12.1457,10
2017-11-09,11.6862,16.262,70.0556,43.7817,77.0655,60.6748,12.1201,10
2017-11-10,11.6811,16.2967,70.1245,43.6787,76.9331,60.4988,12.094,10
2017-11-13,11.7391,16.2286,70.019,43.9582,77.2484,60.219,12.0966,10
2017-11-14,11.6829,16.2473,69.6446,44.0069,76.8832,60.3681,12.1072,10
2017-11-15,11.675,16.2178,69.5112,44.0176,76.4938,60.2726,12.1396,10
2017-11-16,11.7636,16.2624,69.7693,44.2262,77.1841,60.6427,12.0987,10
2017-11-17,11.9097,16.3541,69.8914,44.291,77.3414,61.1692,12.1205,10
2017-11-20,11.9362,16.4241,69.9002,44.4258,77.2706,61.561,12.1027,10
2017-11-21,12.0538,16.5227,70.2365,44.6446,77.678,61.7718,12.1366,10
2017-11-22,12.0564,16.5158,70.1708,44.4016,77.8007,61.6079,12.1546,10
2017-11-23,12.0016,16.5804,70.1267,44.3407,77.6924,61.6109,12.1684,10
2017-11-24,12.0038,16.703,70.3254,44.4401,77.8477,61.7103,12.1698,10
2017-11-27,11.9626,16.7476,70.0864,44.6234,77.2884,61.7593,12.1854,10
2017-11-28,12.0693,16.895,70.0606,45.3269,77.3974,62.3696,12.1997,10
2017-11-29,12.0762,17.0149,69.8682,45.4788,77.2364,62.7632,12.1758,10
2017-11-30,11.9278,17.0962,70.1744,45.9288,77.9481,62.6869,12.1516,10
2017-12-01,11.7455,16.837,70.1103,45.2095,77.6159,61.6937,12.1415,10
2017-12-04,11.7507,16.8158,69.7911,45.0573,77.6402,61.7011,12.1221,10
2017-12-05,11.7055,16.8172,69.7002,44.9498,77.4821,61.5969,12.1437,10
2017-12-06,11.6478,16.8528,69.7097,45.3172,77.4063,61.5453,12.1851,10
2017-12-07,11.6579,16.9546,70.0951,45.5111,77.9496,61.8188,12.1814,10
2017-12-08,11.7847,17.0251,70.4569,45.9279,78.3601,62.1464,12.1837,10
2017-12-11,11.8695,17.0151,70.3674,45.912,78.4903,62.3517,12.1851,10
2017-12-12,11.8326,17.067,70.4132,46.2517,78.434,62.2869,12.1811,10
2017-12-13,11.9038,17.0819,70.5333,46.0307,78.6024,62.4309,12.1996,10
2017-12-14,11.8748,17.059,70.1662,45.8162,78.4699,62.3083,12.1829,10
2017-12-15,11.8813,17.0662,70.085,46.1656,78.684,62.2745,12.2233,10
2017-12-18,12.0112,17.2145,70.3306,46.3707,79.1001,62.9415,12.1981,10
2017-12-19,12.1368,17.2815,70.2943,46.3858,79.3528,63.2104,12.1472,10
2017-12-20,11.9239,15.5746,68.6294,45.5557,77.9167,60.0666,12.0949,10
2017-12-21,11.794,15.4194,68.6952,45.1319,77.9917,59.4328,12.0707,10
2017-12-22,11.8865,15.4983,68.6154,45.1398,78.0339,59.6373,12.0779,10
2017-12-27,11.7979,15.4412,68.6563,44.7594,78.2391,59.6446,12.1173,10
2017-12-28,11.8473,15.4667,68.7188,44.6399,78.495,59.5845,12.0822,10
2017-12-29,11.844,15.4633,68.7196,44.1748,78.6693,59.4137,12.0681,10
2018-01-02,11.9675,15.4733,68.8292,44.4293,78.6496,59.5434,12.0346,10
2018-01-03,11.9957,15.5455,69.0152,44.8588,78.6503,59.8282,12.0595,10
2018-01-04,12.0648,15.6598,69.1284,45.1053,78.5925,60.4249,12.0396,10
2018-01-05,11.9948,15.5634,68.9322,44.9951,78.4314,60.1392,11.992,10
2018-01-08,12.044,15.6269,68.8111,45.2082,78.2675,60.3247,11.9934,10
2018-01-09,12.0509,15.6663,69.0044,45.5341,78.2147,60.4667,11.9639,10
2018-01-10,12.0244,15.6305,68.6154,45.5561,77.7476,60.3578,11.993,10
2018-01-11,12.0347,15.7465,68.6347,46.0075,77.9957,60.387,11.9917,10
2018-01-12,12.093,15.7712,68.73,46.3142,78.4324,60.5857,11.9922,10
2018-01-15,12.0209,15.7902,68.8417,45.9242,78.364,60.5109,11.9889,10
2018-01-16,12.0693,15.7748,68.7434,45.7589,77.8951,60.5816,11.9998,10
2018-01-17,12.0865,15.8102,68.905,46.1569,77.9306,60.8809,11.9982,10
2018-01-18,12.1441,15.8079,68.9066,46.2152,77.7834,61.1843,11.9822,10
2018-01-19,12.1816,15.8558,69.2397,46.6483,78.5138,61.5699,11.9723,10
2018-01-22,12.2976,15.8485,69.145,46.9799,78.2689,61.7138,11.9752,10
2018-01-23,12.3727,15.9232,69.0588,46.9168,78.7219,62.1198,11.9884,10
2018-01-24,12.3177,15.8484,68.821,46.6642,78.8041,61.9232,11.9688,10
2018-01-25,12.3261,15.849,68.6478,46.5791,78.8026,61.7199,11.9917,10
2018-01-26,12.4035,15.834,68.7807,47.1143,78.7877,61.8849,11.9885,10
2018-01-29,12.3404,15.7953,68.4018,46.8936,78.177,61.429,11.978,10
2018-01-30,12.2163,15.6882,68.0806,46.5969,77.6324,61.1339,11.9592,10
2018-01-31,12.218,15.6916,67.9494,46.4364,77.9001,61.0274,11.9276,10
2018-02-01,12.1812,15.7155,67.5287,46.4605,77.5028,60.9886,11.8758,10
2018-02-02,12.0804,15.5946,66.7204,45.9932,76.3319,60.6018,11.8748,10
2018-02-05,11.9488,15.4063,65.6095,44.4892,75.228,59.9659,11.8923,10
2018-02-06,11.7274,15.1841,65.7164,45.3807,75.1254,58.6339,11.8617,10
2018-02-07,11.733,15.286,65.7794,45.2821,75.1825,58.9668,11.8495,10
2018-02-08,11.7478,15.2106,64.7626,43.7014,73.8849,58.6887,11.846,10
2018-02-09,11.6029,15.0812,64.7651,44.3767,73.9489,58.0484,11.8515,10
2018-02-12,11.7337,15.2389,65.4619,45.0084,74.9265,58.7829,11.8661,10
2018-02-13,11.8285,15.2429,65.3274,45.1321,74.7504,59.0443,11.8755,10
2018-02-14,11.9925,15.3276,65.5262,45.7858,75.2073,59.6079,11.8389,10
2018-02-15,12.0835,15.4979,65.7843,46.1917,75.6283,60.2331,11.8382,10
2018-02-16,12.0642,15.5419,66.0935,46.2968,75.9053,60.5696,11.8751,10
2018-02-20,12.1361,15.5511,66.1459,46.4246,75.766,60.6686,11.8739,10
2018-02-21,12.2549,15.5732,66.5694,46.4742,75.9884,61.0122,11.8587,10
2018-02-22,12.2139,15.5739,66.7098,46.4356,75.8866,60.9861,11.8892,10
2018-02-23,12.3113,15.5933,67.1937,46.9503,76.3722,61.2029,11.9322,10
2018-02-26,12.4176,15.6959,67.2527,47.6355,76.4224,61.6987,11.9359,10
2018-02-27,12.3834,15.753,67.3655,47.2551,76.3271,61.4429,11.91,10
2018-02-28,12.3456,15.675,66.5772,47.0717,75.6053,61.2758,11.9301,10
2018-03-01,12.3859,15.5995,66.2462,46.4841,74.7829,60.7542,11.9646,10
2018-03-02,12.3476,15.6375,66.2757,46.8904,75.2638,60.5806,11.9387,10
2018-03-05,12.3651,15.8105,66.6922,47.6908,75.6256,61.3906,11.9386,10
2018-03-06,12.3878,15.863,66.6597,47.5761,75.7367,61.6911,11.9135,10
2018-03-07,12.4446,15.9884,66.4837,48.0311,75.4737,62.0468,11.8971,10
2018-03-09,12.4761,15.8845,67.1117,48.6084,76.3527,62.009,11.873,10
2018-03-12,12.5671,16.0221,66.9995,48.492,76.6406,62.3205,11.8971,10
2018-03-13,12.6882,16.1317,67.0083,48.546,76.7455,62.771,11.9312,10
2018-03-14,12.6113,16.0656,66.9754,48.3625,76.2419,62.2895,11.9741,10
2018-03-15,12.7031,16.2017,67.2765,48.8312,76.4555,62.9244,11.9972,10
2018-03-16,12.6531,16.189,67.3076,49.0175,76.6507,62.7723,12.001,10
2018-03-19,12.5865,16.1852,66.9219,48.4452,76.1918,62.5912,11.9883,10
2018-03-20,12.6104,16.1982,67.3124,48.4405,76.6249,62.5608,11.9585,10
2018-03-21,12.4653,15.9427,67.2974,47.8089,76.9612,61.8823,11.9154,10
2018-03-22,12.3864,15.7839,66.2636,46.4961,76.2728,61.214,11.9797,10
2018-03-23,12.1879,15.697,65.543,45.4191,75.7236,60.1951,11.9576,10
2018-03-26,12.2665,15.8173,65.9075,46.3803,75.8595,60.4536,11.9232,10
2018-03-27,12.2713,15.8353,65.5577,45.5645,75.5431,60.8834,11.9843,10
2018-03-28,12.1562,15.7864,65.6564,45.6476,75.8239,60.6871,12.0036,10
2018-03-29,12.2897,15.7959,66.2512,46.366,76.3545,60.852,11.9984,10
2018-04-02,12.3608,15.7599,65.6693,45.4582,75.7867,60.9936,11.979,10
2018-04-03,12.2826,15.6459,65.6571,45.5508,76.0164,60.2186,11.9442,10
2018-04-04,12.1142,15.5738,65.5554,46.015,75.6977,59.7505,11.9141,10
2018-04-05,12.2229,15.6446,66.171,46.2113,76.4242,60.4388,11.9062,10
2018-04-06,12.1582,15.642,65.4975,45.1803,75.9436,60.441,11.9372,10
2018-04-09,12.1526,15.677,65.656,45.1302,75.7673,60.6151,11.9477,10
2018-04-10,12.1243,15.6217,65.5671,45.4639,75.7701,60.5658,11.9262,10
2018-04-11,12.127,15.5439,65.5403,45.0793,75.8285,60.2491,11.9149,10
2018-04-12,12.078,15.595,65.8554,45.4491,76.0979,60.1876,11.8709,10
2018-04-13,12.0662,15.6738,65.6937,45.3562,76.1637,60.3016,11.9081,10
2018-04-16,11.9952,15.7784,65.7444,45.7247,76.4011,60.3399,11.8857,10
2018-04-17,11.9497,15.8119,65.8859,46.0543,76.4361,60.2988,11.9142,10
2018-04-18,12.0656,15.9526,66.5337,46.488,76.7565,61.0612,11.8884,10
2018-04-19,12.1166,15.9813,66.212,46.345,76.5023,61.2299,11.8573,10
2018-04-20,12.0708,15.9656,66.4879,46.4146,76.5199,61.1639,11.8461,10
2018-04-23,12.0591,16.057,67.0032,46.8005,76.6869,61.337,11.8438,10
2018-04-24,11.9836,15.9891,66.7465,46.0081,76.5309,61.1737,11.8425,10
2018-04-25,11.951,15.908,66.9226,46.2428,76.4781,60.792,11.8208,10
2018-04-26,11.9517,15.9127,67.4413,46.369,76.9189,61.0294,11.8482,10
2018-04-27,12.0115,15.8912,67.6348,46.3097,77.0006,61.1958,11.8746,10
2018-04-30,12.0107,15.8151,67.3279,45.7657,76.6168,61.0859,11.8594,10
2018-05-01,12.0419,15.882,67.27,46.0405,76.988,61.1109,11.8235,10
2018-05-02,11.9798,15.83,67.0879,45.4835,76.8154,61.0024,11.8147,10
2018-05-03,11.8953,15.8703,66.9496,45.4672,76.5946,60.772,11.8431,10
2018-05-04,11.8601,15.8379,67.3158,45.8892,76.7679,60.6777,11.842,10
2018-05-07,11.8603,15.8902,67.6095,46.0188,76.5866,60.8854,11.846,10
2018-05-08,11.9379,16.0809,67.6269,46.2946,76.0041,61.5563,11.8325,10
2018-05-09,11.8313,16.0469,68.0051,46.2584,75.796,61.0322,11.8098,10
2018-05-10,11.8672,16.0115,68.2717,46.4075,75.8122,61.0522,11.8095,10
2018-05-11,11.8894,16.0988,68.1244,46.4762,75.3515,61.6079,11.8263,10
2018-05-14,11.941,16.0712,68.6001,46.343,75.3277,61.7162,11.7961,10
2018-05-15,11.9009,16.1022,68.7277,46.4493,75.5306,61.5454,11.7407,10
2018-05-16,11.8858,16.0646,68.7181,46.4981,76.1655,61.3154,11.7368,10
2018-05-17,11.7557,16.007,69.0344,46.4389,76.1592,61.3947,11.7276,10
2018-05-18,11.7869,16.1204,69.1761,46.699,76.3148,61.6609,11.759,10
2018-05-22,11.7358,16.0377,69.1274,46.411,76.3441,61.4007,11.7609,10
2018-05-23,11.7616,16.0988,69.2532,46.8861,76.5076,61.323,11.7908,10
2018-05-24,11.8067,16.2206,69.2145,46.8959,76.3308,61.7359,11.8215,10
2018-05-25,11.9184,16.307,69.1794,47.0699,76.4406,62.1999,11.8576,10
2018-05-28,12.0147,16.3353,68.925,47.2367,76.2411,62.4014,11.8944,10
2018-05-29,11.9103,16.2194,68.539,46.7092,75.8123,61.7352,11.9756,10
2018-05-30,11.6984,16.109,69.0255,46.6378,76.236,61.0322,11.9298,10
2018-05-31,11.8935,16.2865,69.0633,46.7685,76.048,61.7361,11.9219,10
2018-06-01,11.9221,16.3555,69.1886,47.2381,76.0869,61.9276,11.9229,10
2018-06-04,12.0105,16.4443,69.227,47.5135,76.3607,62.2651,11.8974,10
2018-06-05,12.0517,16.6148,69.4019,47.9246,76.7022,62.8125,11.9132,10
2018-06-06,12.0005,16.5654,69.5365,48.1113,76.9062,62.7633,11.8738,10
2018-06-07,12.0084,16.5667,69.5192,48.3055,76.8124,63.1872,11.8972,10
2018-06-08,11.9535,16.5226,69.6493,48.4204,77.3613,62.9487,11.8712,10
2018-06-11,12.0176,16.6266,69.7868,48.5497,77.4339,63.3478,11.8786,10
2018-06-12,12.0658,16.7123,69.8797,48.7181,77.654,63.4136,11.8958,10
2018-06-13,11.9863,16.6694,69.8216,48.4949,77.3788,63.2914,11.8848,10
2018-06-14,12.0446,16.7511,70.1056,48.9744,77.665,63.6739,11.9237,10
2018-06-15,11.9987,16.7014,70.1715,49.4896,77.4324,63.6734,11.9659,10
2018-06-18,11.9666,16.7163,70.4116,49.5769,77.8728,63.581,11.9783,10
2018-06-19,11.8591,16.5497,70.1278,49.5248,77.7714,62.7934,12.0131,10
2018-06-20,11.957,16.6796,70.4411,49.6553,78.203,63.0153,11.9943,10
2018-06-21,11.8401,16.6368,69.829,49.5339,77.913,62.7638,12.0177,10
2018-06-22,11.9353,16.6582,70.1231,49.7086,77.8771,63.2426,12.0246,10
2018-06-25,11.8246,16.4946,69.1279,49.1187,77.2125,62.6505,12.0459,10
2018-06-26,11.7914,16.4524,69.4946,48.9906,77.1359,62.3401,12.0433,10
2018-06-27,11.6341,16.341,69.4399,48.4845,77.2453,62.0842,12.0659,10
2018-06-28,11.5649,16.2269,69.1623,48.7756,77.1507,61.418,12.0083,10
2018-06-29,11.615,16.2393,69.4346,48.5832,77.2123,61.7875,11.9657,10
2018-07-03,11.5694,16.1963,69.2711,48.5858,77.1256,61.2468,11.9834,10
2018-07-04,11.5515,16.1776,69.4114,48.5453,77.2021,61.0487,11.9705,10
2018-07-05,11.5198,16.2119,69.2582,48.9567,77.2172,61.2116,11.9844,10
2018-07-06,11.5642,16.2586,69.7943,49.2202,77.3855,61.2846,12.0017,10
2018-07-09,11.6816,16.3613,70.2112,49.7392,78.1349,61.7661,11.9696,10
2018-07-10,11.7487,16.5777,70.571,49.8496,78.3309,62.1202,11.9734,10
